ID,Üniversite,Yerleşke Adı,İl,Lat,Lng
1105-gazi-pasa-mustafa-rahmi-buyukballi-meslek-yuksekokulu,"ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ","GAZİPAŞA MUSTAFA RAHMİ BÜYÜKBALLI MESLEK YÜKSEKOKULU","ANTALYA",,
1107-merkez-kampus,"İSKENDERUN TEKNİK ÜNİVERSİTESİ","Merkez Kampüs","HATAY",,
1107-deni-zci-li-k-teknoloji-leri-meslek-yuksekokulu,"İSKENDERUN TEKNİK ÜNİVERSİTESİ","DENİZCİLİK TEKNOLOJİLERİ MESLEK YÜKSEKOKULU","HATAY",,
1107-erzi-n-organi-ze-sanayi-bolgesi-meslek-yuksekokulu,"İSKENDERUN TEKNİK ÜNİVERSİTESİ","ERZİN ORGANİZE SANAYİ BÖLGESİ MESLEK YÜKSEKOKULU","HATAY",,
1107-i-skenderun-meslek-yuksekokulu,"İSKENDERUN TEKNİK ÜNİVERSİTESİ","İSKENDERUN MESLEK YÜKSEKOKULU","HATAY",,
1107-i-skenderun-organi-ze-sanayi-bolgesi-kaynakcilik-meslek-yuksekokulu,"İSKENDERUN TEKNİK ÜNİVERSİTESİ","İSKENDERUN ORGANİZE SANAYİ BÖLGESİ KAYNAKÇILIK MESLEK YÜKSEKOKULU","HATAY",,
1109-merkez-kampus,"ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1109-asbu-kuzey-kibris-yerleskesi-kktc-lefkosa,"ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ","ASBÜ-KUZEY KIBRIS YERLEŞKESİ (KKTC-LEFKOŞA)","DEVLET ÜNIVERSITESI",,
1110-gulhane-di-s-heki-mli-gi-fakultesi-ankara,"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","GÜLHANE DİŞ HEKİMLİĞİ FAKÜLTESİ (ANKARA)","İSTANBUL",,
1110-arnavutkoy-darulaceze-saglik-hi-zmetleri-meslek-yuksekokulu,"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","ARNAVUTKÖY DARÜLACEZE SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","İSTANBUL",,
1110-gulhane-saglik-meslek-yuksekokulu-ankara,"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","GÜLHANE SAĞLIK MESLEK YÜKSEKOKULU (ANKARA)","İSTANBUL",,
1110-hami-di-ye-saglik-hi-zmetleri-meslek-yuksekokulu-i-stanbul,"SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","HAMİDİYE SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU (İSTANBUL)","İSTANBUL",,
1111-merkez-kampus,"İZMİR DEMOKRASİ ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1111-meslek-yuksekokulu,"İZMİR DEMOKRASİ ÜNİVERSİTESİ","MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1111-saglik-hi-zmetleri-meslek-yuksekokulu,"İZMİR DEMOKRASİ ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1112-merkez-kampus,"GAZİANTEP İSLAM BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1112-saglik-hi-zmetleri-meslek-yuksekokulu,"GAZİANTEP İSLAM BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1112-tekni-k-bi-li-mler-meslek-yuksekokulu,"GAZİANTEP İSLAM BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1113-merkez-kampus,"KONYA TEKNİK ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1113-tekni-k-bi-li-mler-meslek-yuksekokulu,"KONYA TEKNİK ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1114-merkez-kampus,"KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1114-gedi-z-saglik-hi-zmetleri-meslek-yuksekokulu,"KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","GEDİZ SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1114-kutahya-meslek-yuksekokulu,"KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","KÜTAHYA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1114-si-mav-saglik-hi-zmetleri-meslek-yuksekokulu,"KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","SİMAV SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1114-tavsanli-saglik-hi-zmetleri-meslek-yuksekokulu,"KÜTAHYA SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","TAVŞANLI SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1115-merkez-kampus,"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1115-si-vi-l-havacilik-yuksekokulu,"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ","SİVİL HAVACILIK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1115-akcadag-meslek-yuksekokulu,"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ","AKÇADAĞ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1115-arapgi-r-meslek-yuksekokulu,"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ","ARAPGİR MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1115-battalgazi-meslek-yuksekokulu,"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ","BATTALGAZİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1115-bi-li-si-m-teknoloji-leri-meslek-yuksekokulu,"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ","BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1115-darende-beki-r-ilicak-meslek-yuksekokulu,"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ","DARENDE BEKİR ILICAK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1115-dogansehi-r-vahap-kucuk-meslek-yuksekokulu,"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ","DOĞANŞEHİR VAHAP KÜÇÜK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1115-heki-mhan-mehmet-emi-n-sungur-meslek-yuksekokulu,"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ","HEKİMHAN MEHMET EMİN SUNGUR MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1115-kale-turi-zm-ve-otel-i-sletmeci-li-gi-meslek-yuksekokulu,"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ","KALE TURİZM VE OTEL İŞLETMECİLİĞİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1115-yesi-lyurt-tekni-k-bi-li-mler-meslek-yuksekokulu,"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ","YEŞİLYURT TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1116-merkez-kampus,"İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1116-ormancilik-meslek-yuksekokulu,"İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA","ORMANCILIK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1116-saglik-hi-zmetleri-meslek-yuksekokulu,"İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1116-sosyal-bi-li-mler-meslek-yuksekokulu,"İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1116-tekni-k-bi-li-mler-meslek-yuksekokulu,"İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1116-veteri-nerli-k-meslek-yuksekokulu,"İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA","VETERİNERLİK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1117-merkez-kampus,"ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1117-tapu-kadastro-yuksekokulu,"ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ","TAPU KADASTRO YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1117-mutfak-sanatlari-meslek-yuksekokulu,"ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ","MUTFAK SANATLARI MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1117-polatli-sosyal-bi-li-mler-meslek-yuksekokulu,"ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ","POLATLI SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1118-saglik-bi-li-mleri-fakultesi-akyazi,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","SAĞLIK BİLİMLERİ FAKÜLTESİ (Akyazı)","DEVLET ÜNIVERSITESI",,
1118-merkez-kampus,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1118-akyazi-saglik-hi-zmetleri-meslek-yuksekokulu,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","AKYAZI SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1118-ari-fi-ye-meslek-yuksekokulu,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","ARİFİYE MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1118-bi-li-si-m-teknoloji-leri-meslek-yuksekokulu-karasu,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU (Karasu)","DEVLET ÜNIVERSITESI",,
1118-deni-zci-li-k-meslek-yuksekokulu-kocaali,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","DENİZCİLİK MESLEK YÜKSEKOKULU (Kocaali)","DEVLET ÜNIVERSITESI",,
1118-feri-zli-meslek-yuksekokulu,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","FERİZLİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1118-hendek-meslek-yuksekokulu,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","HENDEK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1118-kaynarca-seyfetti-n-seli-m-meslek-yuksekokulu,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","KAYNARCA SEYFETTİN SELİM MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1118-pamukova-meslek-yuksekokulu,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","PAMUKOVA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1118-sakarya-meslek-yuksekokulu,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","SAKARYA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1118-sapanca-meslek-yuksekokulu,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","SAPANCA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1118-sapanca-turi-zm-meslek-yuksekokulu,"SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","SAPANCA TURİZM MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1119-merkez-kampus,"SİVAS BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1119-si-vas-meslek-yuksekokulu,"SİVAS BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ","SİVAS MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1120-mersi-n-tarsus-organi-ze-sanayi-bolgesi-tekni-k-bi-li-mler-meslek-yuksekokulu,"TARSUS ÜNİVERSİTESİ","MERSİN TARSUS ORGANİZE SANAYİ BÖLGESİ TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","MERSİN",,
1120-saglik-hi-zmetleri-meslek-yuksekokulu,"TARSUS ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","MERSİN",,
1121-merkez-kampus,"TRABZON ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1121-uygulamali-bi-li-mler-yuksekokulu,"TRABZON ÜNİVERSİTESİ","UYGULAMALI BİLİMLER YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1121-besi-kduzu-meslek-yuksekokulu,"TRABZON ÜNİVERSİTESİ","BEŞİKDÜZÜ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1121-carsibasi-meslek-yuksekokulu,"TRABZON ÜNİVERSİTESİ","ÇARŞIBAŞI MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1121-duzkoy-meslek-yuksekokulu,"TRABZON ÜNİVERSİTESİ","DÜZKÖY MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1121-salpazari-meslek-yuksekokulu,"TRABZON ÜNİVERSİTESİ","ŞALPAZARI MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1121-tonya-meslek-yuksekokulu,"TRABZON ÜNİVERSİTESİ","TONYA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1121-turi-zm-ve-otelci-li-k-meslek-yuksekokulu,"TRABZON ÜNİVERSİTESİ","TURİZM VE OTELCİLİK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1121-vakfikebi-r-meslek-yuksekokulu,"TRABZON ÜNİVERSİTESİ","VAKFIKEBİR MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1122-merkez-kampus,"KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1122-airbus-tusas-havacilik-meslek-yuksekokulu,"KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ","AIRBUS-TUSAŞ HAVACILIK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1122-elbi-stan-meslek-yuksekokulu,"KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ","ELBİSTAN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1122-elbi-stan-saglik-hi-zmetleri-meslek-yuksekokulu,"KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ","ELBİSTAN SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1122-turkoglu-meslek-yuksekokulu,"KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ","TÜRKOĞLU MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-merkez-kampus,"KAYSERİ ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1123-bi-li-si-m-teknoloji-leri-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-bunyan-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","BÜNYAN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-develi-huseyi-n-sahi-n-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","DEVELİ HÜSEYİN ŞAHİN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-i-ncesu-ayse-ve-saffet-arslan-saglik-hi-zmetleri-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","İNCESU AYŞE VE SAFFET ARSLAN SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-mustafa-cikrikcioglu-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","MUSTAFA ÇIKRIKÇIOĞLU MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-organi-ze-sanayi-bolgesi-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","ORGANİZE SANAYİ BÖLGESİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-pinarbasi-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","PINARBAŞI MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-safi-ye-cikrikcioglu-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","SAFİYE ÇIKRIKÇIOĞLU MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-sosyal-bi-li-mler-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","SOSYAL BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-tekni-k-bi-li-mler-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-tomarza-mustafa-akincioglu-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","TOMARZA MUSTAFA AKINCIOĞLU MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-yahyali-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","YAHYALI MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1123-yesi-lhi-sar-meslek-yuksekokulu,"KAYSERİ ÜNİVERSİTESİ","YEŞİLHİSAR MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1124-merkez-kampus,"ESKİŞEHİR TEKNİK ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1124-bi-li-si-m-teknoloji-leri-meslek-yuksekokulu,"ESKİŞEHİR TEKNİK ÜNİVERSİTESİ","BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1124-porsuk-meslek-yuksekokulu,"ESKİŞEHİR TEKNİK ÜNİVERSİTESİ","PORSUK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1124-ulastirma-meslek-yuksekokulu,"ESKİŞEHİR TEKNİK ÜNİVERSİTESİ","ULAŞTIRMA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-buyukkutlu-uygulamali-bi-li-mler-fakultesi-yalvac,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","BÜYÜKKUTLU UYGULAMALI BİLİMLER FAKÜLTESİ (Yalvaç)","DEVLET ÜNIVERSITESI",,
1125-merkez-kampus,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1125-turi-zm-fakultesi-egirdir,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","TURİZM FAKÜLTESİ (Eğirdir)","DEVLET ÜNIVERSITESI",,
1125-aksu-mehmet-sureyya-demi-raslan-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","AKSU MEHMET SÜREYYA DEMİRASLAN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-atabey-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","ATABEY MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-egi-rdi-r-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","EĞİRDİR MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-gelendost-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","GELENDOST MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-gonen-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","GÖNEN MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-isparta-bi-li-si-m-teknoloji-leri-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","ISPARTA BİLİŞİM TEKNOLOJİLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-isparta-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","ISPARTA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-isparta-osb-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","ISPARTA OSB MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-keci-borlu-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","KEÇİBORLU MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-seni-rkent-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","SENİRKENT MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-sutculer-prof-dr-hasan-gurbuz-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","SÜTÇÜLER PROF.DR.HASAN GÜRBÜZ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-sarki-karaagac-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","ŞARKİKARAAĞAÇ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-sarki-karaagac-turi-zm-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","ŞARKİKARAAĞAÇ TURİZM MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-tekni-k-bi-li-mler-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-uluborlu-selahatti-n-karasoy-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","ULUBORLU SELAHATTİN KARASOY MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-uzaktan-egi-ti-m-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","UZAKTAN EĞİTİM MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-yalvac-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","YALVAÇ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-yalvac-tekni-k-bi-li-mler-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","YALVAÇ TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1125-yeni-sarbademli-meslek-yuksekokulu,"ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ","YENİŞARBADEMLİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1126-merkez-kampus,"AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1126-ataturk-saglik-hi-zmetleri-meslek-yuksekokulu,"AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","ATATÜRK SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1126-bolvadi-n-saglik-hi-zmetleri-meslek-yuksekokulu,"AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","BOLVADİN SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1126-suhut-saglik-hi-zmetleri-meslek-yuksekokulu,"AFYONKARAHİSAR SAĞLIK BİLİMLERİ ÜNİVERSİTESİ","ŞUHUT SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1127-merkez-kampus,"SAMSUN ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1127-si-vi-l-havacilik-yuksekokulu,"SAMSUN ÜNİVERSİTESİ","SİVİL HAVACILIK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1127-kavak-meslek-yuksekokulu,"SAMSUN ÜNİVERSİTESİ","KAVAK MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1127-tekni-k-bi-li-mler-meslek-yuksekokulu,"SAMSUN ÜNİVERSİTESİ","TEKNİK BİLİMLER MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1128-merkez-kampus,"ANKARA MÜZİK VE GÜZEL SANATLAR ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1128-muzi-k-ve-guzel-sanatlar-meslek-yuksekokulu,"ANKARA MÜZİK VE GÜZEL SANATLAR ÜNİVERSİTESİ","MÜZİK VE GÜZEL SANATLAR MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1129-merkez-kampus,"İZMİR BAKIRÇAY ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
1129-karsiyaka-meslek-yuksekokulu,"İZMİR BAKIRÇAY ÜNİVERSİTESİ","KARŞIYAKA MESLEK YÜKSEKOKULU","DEVLET ÜNIVERSITESI",,
1132-merkez-kampus,"TÜRK-JAPON BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ","Merkez Kampüs","DEVLET ÜNIVERSITESI",,
2002-merkez-kampus,"ATILIM ÜNİVERSİTESİ","Merkez Kampüs","ANKARA",,
2002-atilim-meslek-yuksekokulu,"ATILIM ÜNİVERSİTESİ","ATILIM MESLEK YÜKSEKOKULU","ANKARA",,
2003-uygulamali-bi-li-mler-yuksekokulu,"AVRASYA ÜNİVERSİTESİ","UYGULAMALI BİLİMLER YÜKSEKOKULU","TRABZON",,
2003-saglik-hi-zmetleri-meslek-yuksekokulu,"AVRASYA ÜNİVERSİTESİ","SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","TRABZON",,
2006-adana-saglik-hi-zmetleri-meslek-yuksekokulu,"BAŞKENT ÜNİVERSİTESİ","ADANA SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU","ANKARA",,
